backend,surface_lower,lemma,surface_lemma_count,dominant_mode,surface_count,surface_dominant_emotion,surface_entropy,surface_normalized_entropy,lemma_count,lemma_dominant_emotion,lemma_entropy,lemma_normalized_entropy,delta_entropy,dominant_emotion_changed,surface_share_in_lemma,granularity_class,review_priority
stanza,avance,avancer,4,Comportementale,4,Dégoût,2.0,1.0,4,Dégoût,2.0,1.0,0.0,False,1.0,specificity_preserved,low
stanza,star,star,8,Suggérée,8,Admiration,1.75,0.875,8,Admiration,1.75,0.875,0.0,False,1.0,specificity_preserved,low
stanza,suffit,suffire,7,Suggérée,7,Colère,1.1488,0.7248,7,Colère,1.1488,0.7248,0.0,False,1.0,specificity_preserved,low
stanza,tensions,tension,9,Désignée,9,Colère,-0.0,0.0,9,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,tempête,tempête,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,temps,temps,9,Suggérée,9,Joie,2.1133,0.9101,9,Joie,2.1133,0.9101,0.0,False,1.0,specificity_preserved,low
stanza,tellement,tellement,3,Montrée,3,Admiration,1.585,1.0,3,Admiration,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,paix,paix,3,Suggérée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,craignaient,craindre,3,Désignée,3,Peur,-0.0,0.0,38,Peur,-0.0,0.0,0.0,False,0.0789,specificity_preserved,low
stanza,fabuleux,fabuleux,3,Désignée,3,Admiration,1.585,1.0,3,Admiration,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,course,course,3,Suggérée,3,Fierté,1.585,1.0,3,Fierté,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,magique,magique,3,Désignée,3,Surprise,-0.0,0.0,4,Surprise,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
stanza,légende,légende,3,Suggérée,3,Admiration,0.9183,0.9183,3,Admiration,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,lutte,lutte,5,Comportementale,5,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,longtemps,longtemps,4,Suggérée,4,Fierté,2.0,1.0,4,Fierté,2.0,1.0,0.0,False,1.0,specificity_preserved,low
stanza,loin,loin,4,Suggérée,4,Colère,1.5,0.9464,4,Colère,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
stanza,liberté,liberté,3,Suggérée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,insolite,insolite,4,Désignée,4,Surprise,-0.0,0.0,7,Surprise,-0.0,0.0,0.0,False,0.5714,specificity_preserved,low
stanza,insiste,insister,3,Comportementale,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,inquiétudes,inquiétude,6,Désignée,6,Peur,-0.0,0.0,11,Peur,-0.0,0.0,0.0,False,0.5455,specificity_preserved,low
stanza,terrorisme,terrorisme,3,Suggérée,3,Peur,-0.0,0.0,3,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,succès,succès,3,Suggérée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,stressé,stresser,3,Désignée,3,Peur,-0.0,0.0,4,Peur,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
stanza,cp,cp,7,Montrée,7,Colère,1.9502,0.9751,7,Colère,1.9502,0.9751,0.0,False,1.0,specificity_preserved,low
stanza,dégoût,dégoût,3,Désignée,3,Dégoût,0.9183,0.9183,3,Dégoût,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,honte,honte,10,Désignée,10,Embarras,-0.0,0.0,10,Embarras,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,fuite,fuite,5,Comportementale,5,Peur,-0.0,0.0,5,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,ftg,ftg,11,Montrée,11,Colère,-0.0,0.0,11,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,traité,traité,8,Désignée,8,Embarras,0.9544,0.9544,8,Embarras,0.9544,0.9544,0.0,False,1.0,specificity_preserved,low
stanza,train,train,3,Suggérée,3,Embarras,1.585,1.0,3,Embarras,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,toit,toit,3,Suggérée,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,gueule,gueule,9,Montrée,9,Colère,0.5033,0.5033,9,Colère,0.5033,0.5033,0.0,False,1.0,specificity_preserved,low
stanza,croisière,croisière,4,Suggérée,4,Joie,0.8113,0.8113,4,Joie,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
stanza,critiqués,critiquer,6,Comportementale,6,Colère,-0.0,0.0,56,Colère,-0.0,0.0,0.0,False,0.1071,specificity_preserved,low
stanza,critiquée,critiquer,12,Comportementale,12,Colère,-0.0,0.0,56,Colère,-0.0,0.0,0.0,False,0.2143,specificity_preserved,low
stanza,cour,cour,3,Suggérée,3,Dégoût,1.585,1.0,3,Dégoût,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,contente,content,10,Désignée,10,Joie,-0.0,0.0,32,Joie,-0.0,0.0,0.0,False,0.3125,specificity_preserved,low
stanza,insolites,insolite,3,Désignée,3,Surprise,-0.0,0.0,7,Surprise,-0.0,0.0,0.0,False,0.4286,specificity_preserved,low
stanza,critiqué,critiquer,19,Comportementale,19,Colère,-0.0,0.0,56,Colère,-0.0,0.0,0.0,False,0.3393,specificity_preserved,low
stanza,critiquer,critiquer,8,Comportementale,8,Colère,-0.0,0.0,56,Colère,-0.0,0.0,0.0,False,0.1429,specificity_preserved,low
stanza,critiquent,critiquer,10,Comportementale,10,Colère,-0.0,0.0,56,Colère,-0.0,0.0,0.0,False,0.1786,specificity_preserved,low
stanza,humeur,humeur,4,Désignée,4,Colère,1.0,1.0,4,Colère,1.0,1.0,0.0,False,1.0,specificity_preserved,low
stanza,hors,hors,6,Suggérée,6,Surprise,-0.0,0.0,6,Surprise,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,furieux,furieux,3,Désignée,3,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,0.6,specificity_preserved,low
stanza,vs,vs,6,Montrée,9,Colère,-0.0,0.0,6,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,alvin,alvin,6,Suggérée,6,Joie,0.9183,0.9183,6,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,amour,amour,8,Suggérée,8,Joie,1.0613,0.6696,8,Joie,1.0613,0.6696,0.0,False,1.0,specificity_preserved,low
stanza,amuse,amuser,13,Comportementale,13,Joie,-0.0,0.0,37,Joie,-0.0,0.0,0.0,False,0.3514,specificity_preserved,low
stanza,admirer,admirer,3,Désignée,3,Admiration,-0.0,0.0,7,Admiration,-0.0,0.0,0.0,False,0.4286,specificity_preserved,low
stanza,homme,homme,4,Suggérée,4,Colère,1.5,0.9464,4,Colère,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
stanza,coupable,coupable,4,Désignée,4,Culpabilité,0.8113,0.8113,4,Culpabilité,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
stanza,dictature,dictature,6,Suggérée,6,Peur,1.2516,0.7897,6,Peur,1.2516,0.7897,0.0,False,1.0,specificity_preserved,low
stanza,deuxième,deuxième,4,Suggérée,4,Fierté,1.0,1.0,4,Fierté,1.0,1.0,0.0,False,1.0,specificity_preserved,low
stanza,deux,deux,11,Suggérée,11,Joie,2.2313,0.961,11,Joie,2.2313,0.961,0.0,False,1.0,specificity_preserved,low
stanza,facile,facile,3,Suggérée,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,grèves,grève,5,Comportementale,5,Colère,-0.0,0.0,40,Colère,-0.0,0.0,0.0,False,0.125,specificity_preserved,low
stanza,grève,grève,35,Comportementale,35,Colère,-0.0,0.0,40,Colère,-0.0,0.0,0.0,False,0.875,specificity_preserved,low
stanza,grogné,grogner,4,Comportementale,4,Colère,0.8113,0.8113,4,Colère,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
stanza,deuil,deuil,4,Comportementale,4,Tristesse,-0.0,0.0,4,Tristesse,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,abri,abri,3,Comportementale,3,Peur,-0.0,0.0,3,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,accord,accord,21,Suggérée,21,Colère,0.7229,0.4561,21,Colère,0.7229,0.4561,0.0,False,1.0,specificity_preserved,low
stanza,langue,langue,5,Suggérée,5,Colère,1.5219,0.9602,5,Colère,1.5219,0.9602,0.0,False,1.0,specificity_preserved,low
stanza,inquiétantes,inquiétant,3,Désignée,3,Peur,-0.0,0.0,5,Peur,-0.0,0.0,0.0,False,0.6,specificity_preserved,low
stanza,hausse,hausse,6,Suggérée,6,Colère,0.65,0.65,6,Colère,0.65,0.65,0.0,False,1.0,specificity_preserved,low
stanza,déjà,déjà,20,Montrée,20,Surprise,1.9232,0.8283,20,Surprise,1.9232,0.8283,0.0,False,1.0,specificity_preserved,low
stanza,harcèlement,harcèlement,5,Suggérée,5,Peur,1.371,0.865,5,Peur,1.371,0.865,0.0,False,1.0,specificity_preserved,low
stanza,fausses,faux,3,Suggérée,3,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
stanza,fake,fake,3,Suggérée,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
stanza,facilement,facilement,3,Suggérée,3,Embarras,1.585,1.0,3,Embarras,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,drole,drole,4,Désignée,4,Joie,0.8113,0.8113,4,Joie,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
stanza,drame,drame,3,Désignée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
stanza,amusent,amuser,4,Comportementale,4,Joie,-0.0,0.0,37,Joie,-0.0,0.0,0.0,False,0.1081,specificity_preserved,low
stanza,amuser,amuser,12,Comportementale,12,Joie,-0.0,0.0,37,Joie,-0.0,0.0,0.0,False,0.3243,specificity_preserved,low
stanza,énerve,énerver,3,Comportementale,5,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
stanza,émue,émouer,3,Désignée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
stanza,voix,voix,6,Comportementale,6,Peur,1.7925,0.8962,6,Peur,1.7925,0.8962,0.0,False,1.0,specificity_preserved,low
stanza,vite,vite,8,Comportementale,8,Embarras,2.25,0.969,8,Embarras,2.25,0.969,0.0,False,1.0,specificity_preserved,low
stanza,dénonce,dénoncer,5,Comportementale,5,Colère,-0.0,0.0,31,Colère,-0.0,0.0,0.0,False,0.1613,specificity_preserved,low
stanza,hasard,hasard,7,Suggérée,7,Surprise,-0.0,0.0,7,Surprise,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,hein,hein,3,Montrée,3,Surprise,0.9183,0.9183,3,Surprise,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,hausse,hausse,6,Suggérée,6,Colère,0.65,0.65,6,Colère,0.65,0.65,0.0,False,1.0,specificity_preserved,low
spacy,appelé,appeler,5,Comportementale,5,Colère,-0.0,0.0,6,Colère,-0.0,0.0,0.0,False,0.8333,specificity_preserved,low
spacy,harcèlement,harcèlemer,5,Suggérée,5,Peur,1.371,0.865,5,Peur,1.371,0.865,0.0,False,1.0,specificity_preserved,low
spacy,harcelé,harcelé,4,Suggérée,4,Tristesse,0.8113,0.8113,4,Tristesse,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
spacy,honte,hont,8,Désignée,10,Embarras,-0.0,0.0,8,Embarras,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,heureux,heureux,27,Désignée,27,Joie,-0.0,0.0,35,Joie,-0.0,0.0,0.0,False,0.7714,specificity_preserved,low
spacy,inquiètent,inquiéter,13,Désignée,13,Peur,-0.0,0.0,24,Peur,-0.0,0.0,0.0,False,0.5417,specificity_preserved,low
spacy,injustices,injustice,5,Suggérée,5,Colère,-0.0,0.0,12,Colère,-0.0,0.0,0.0,False,0.4167,specificity_preserved,low
spacy,injustice,injustice,7,Suggérée,7,Colère,-0.0,0.0,12,Colère,-0.0,0.0,0.0,False,0.5833,specificity_preserved,low
spacy,ftg,ftg,11,Montrée,11,Colère,-0.0,0.0,11,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,frrrintek,frrrintek,10,Montrée,10,Joie,1.761,0.8805,10,Joie,1.761,0.8805,0.0,False,1.0,specificity_preserved,low
spacy,récupérer,récupérer,3,Suggérée,3,Fierté,1.585,1.0,3,Fierté,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,heureusement,heureusement,18,Désignée,18,Joie,-0.0,0.0,18,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,grève,grèv,5,Comportementale,35,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,grève,grever,24,Comportementale,35,Colère,-0.0,0.0,24,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,grogné,grogner,4,Comportementale,4,Colère,0.8113,0.8113,4,Colère,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
spacy,impose,impos,5,Suggérée,5,Colère,1.5219,0.9602,5,Colère,1.5219,0.9602,0.0,False,1.0,specificity_preserved,low
spacy,humiliations,humiliation,4,Désignée,4,Embarras,0.8113,0.8113,4,Embarras,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
spacy,inégalités,inégalité,6,Suggérée,6,Colère,-0.0,0.0,6,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,inédite,inédit,4,Suggérée,4,Surprise,-0.0,0.0,5,Surprise,-0.0,0.0,0.0,False,0.8,specificity_preserved,low
spacy,interdire,interdir,3,Comportementale,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,insolites,insolite,3,Désignée,3,Surprise,-0.0,0.0,7,Surprise,-0.0,0.0,0.0,False,0.4286,specificity_preserved,low
spacy,insolite,insolite,4,Désignée,4,Surprise,-0.0,0.0,7,Surprise,-0.0,0.0,0.0,False,0.5714,specificity_preserved,low
spacy,insiste,insister,3,Comportementale,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,inquiétudes,inquiétude,6,Désignée,6,Peur,-0.0,0.0,11,Peur,-0.0,0.0,0.0,False,0.5455,specificity_preserved,low
spacy,grèves,grève,5,Comportementale,5,Colère,-0.0,0.0,11,Colère,-0.0,0.0,0.0,False,0.4545,specificity_preserved,low
spacy,dépression,dépression,4,Désignée,4,Tristesse,-0.0,0.0,5,Tristesse,-0.0,0.0,0.0,False,0.8,specificity_preserved,low
spacy,dénonçaient,dénoncer,4,Comportementale,4,Colère,-0.0,0.0,26,Colère,-0.0,0.0,0.0,False,0.1538,specificity_preserved,low
spacy,ntm,ntm,3,Comportementale,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,noël,noël,3,Suggérée,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,normal,normal,9,Suggérée,9,Embarras,2.7255,0.9708,9,Embarras,2.7255,0.9708,0.0,False,1.0,specificity_preserved,low
spacy,nom,nom,3,Montrée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,partager,partager,3,Suggérée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,paris,paris,3,Suggérée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,parents,parent,5,Suggérée,5,Joie,1.5219,0.9602,5,Joie,1.5219,0.9602,0.0,False,1.0,specificity_preserved,low
spacy,pardon,pardon,5,Montrée,5,Tristesse,1.9219,0.961,5,Tristesse,1.9219,0.961,0.0,False,1.0,specificity_preserved,low
spacy,papa,papa,3,Suggérée,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,effets,effet,3,Suggérée,3,Peur,-0.0,0.0,3,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,heureuse,heureux,5,Désignée,5,Joie,-0.0,0.0,35,Joie,-0.0,0.0,0.0,False,0.1429,specificity_preserved,low
spacy,importe,importer,4,Suggérée,4,Colère,1.5,0.9464,4,Colère,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
spacy,découverte,découverte,5,Suggérée,5,Surprise,-0.0,0.0,5,Surprise,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,découvert,découvrir,14,Suggérée,14,Surprise,-0.0,0.0,26,Surprise,-0.0,0.0,0.0,False,0.5385,specificity_preserved,low
spacy,décourage,décourage,3,Désignée,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,drame,drame,3,Désignée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,panique,panique,11,Désignée,11,Peur,-0.0,0.0,11,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,paix,paix,3,Suggérée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,ouvert,ouvrir,2,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,0.6667,specificity_preserved,low
spacy,ours,ours,3,Suggérée,3,Peur,-0.0,0.0,3,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,osent,oser,3,Comportementale,3,Embarras,0.9183,0.9183,3,Embarras,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,pd,pd,5,Montrée,5,Colère,1.371,0.865,5,Colère,1.371,0.865,0.0,False,1.0,specificity_preserved,low
spacy,pavé,pavé,3,Montrée,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,grève,grève,6,Comportementale,35,Colère,-0.0,0.0,11,Colère,-0.0,0.0,0.0,False,0.5455,specificity_preserved,low
spacy,demande,demande,7,Suggérée,7,Colère,1.9502,0.9751,7,Colère,1.9502,0.9751,0.0,False,1.0,specificity_preserved,low
spacy,heureuses,heureux,3,Désignée,3,Joie,-0.0,0.0,35,Joie,-0.0,0.0,0.0,False,0.0857,specificity_preserved,low
spacy,encore,encore,12,Suggérée,12,Peur,2.4591,0.9513,12,Peur,2.4591,0.9513,0.0,False,1.0,specificity_preserved,low
spacy,fois,fois,12,Suggérée,12,Joie,1.65,0.825,12,Joie,1.65,0.825,0.0,False,1.0,specificity_preserved,low
spacy,fières,fière,3,Désignée,3,Fierté,0.9183,0.9183,3,Fierté,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,fière,fier,8,Désignée,8,Fierté,-0.0,0.0,18,Fierté,-0.0,0.0,0.0,False,0.4444,specificity_preserved,low
spacy,loin,loin,4,Suggérée,4,Colère,1.5,0.9464,4,Colère,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
spacy,liberté,liberté,3,Suggérée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,lettre,lettre,3,Suggérée,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,larmes,larme,7,Comportementale,7,Tristesse,0.5917,0.5917,7,Tristesse,0.5917,0.5917,0.0,False,1.0,specificity_preserved,low
spacy,langue,langue,5,Suggérée,5,Colère,1.5219,0.9602,5,Colère,1.5219,0.9602,0.0,False,1.0,specificity_preserved,low
spacy,lancé,lancer,3,Comportementale,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,fête,fête,30,Comportementale,30,Joie,-0.0,0.0,32,Joie,-0.0,0.0,0.0,False,0.9375,specificity_preserved,low
spacy,inquiétude,inquiétude,5,Désignée,5,Peur,-0.0,0.0,11,Peur,-0.0,0.0,0.0,False,0.4545,specificity_preserved,low
spacy,manifester,manifester,15,Comportementale,15,Colère,-0.0,0.0,20,Colère,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
spacy,manifestent,manifestent,15,Comportementale,15,Colère,-0.0,0.0,15,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,manifeste,manifeste,4,Comportementale,4,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,formidable,formidable,3,Désignée,3,Admiration,-0.0,0.0,3,Admiration,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,fausses,faux,3,Suggérée,3,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
spacy,fake,fake,3,Suggérée,3,Colère,-0.0,0.0,3,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,facilement,facilement,3,Suggérée,3,Embarras,1.585,1.0,3,Embarras,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,facile,facile,3,Suggérée,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,expulser,expulser,4,Comportementale,4,Colère,0.8113,0.8113,4,Colère,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
spacy,explosé,exploser,5,Montrée,5,Admiration,2.3219,1.0,5,Admiration,2.3219,1.0,0.0,False,1.0,specificity_preserved,low
spacy,manifestaient,manifester,3,Comportementale,3,Colère,-0.0,0.0,20,Colère,-0.0,0.0,0.0,False,0.15,specificity_preserved,low
spacy,maltraités,maltraité,5,Suggérée,5,Tristesse,1.371,0.865,5,Tristesse,1.371,0.865,0.0,False,1.0,specificity_preserved,low
spacy,malheureusement,malheureusement,7,Désignée,7,Tristesse,-0.0,0.0,7,Tristesse,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,manifesté,manifester,1,Comportementale,16,Colère,-0.0,0.0,20,Colère,-0.0,0.0,0.0,False,0.05,specificity_preserved,low
spacy,amuse,amuser,4,Désignée,13,Joie,-0.0,0.0,25,Joie,-0.0,0.0,0.0,False,0.16,specificity_preserved,low
spacy,idole,idol,4,Suggérée,4,Admiration,-0.0,0.0,4,Admiration,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,viens,viens,3,Montrée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,aise,aise,9,Désignée,9,Embarras,1.3516,0.8528,9,Embarras,1.3516,0.8528,0.0,False,1.0,specificity_preserved,low
spacy,vraiment,vraiment,10,Montrée,10,Tristesse,2.3219,0.8982,10,Tristesse,2.3219,0.8982,0.0,False,1.0,specificity_preserved,low
spacy,évacuer,évacuer,3,Comportementale,3,Peur,-0.0,0.0,3,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,york,york,5,Suggérée,5,Joie,0.7219,0.7219,5,Joie,0.7219,0.7219,0.0,False,1.0,specificity_preserved,low
spacy,manifesté,manifesté,15,Comportementale,16,Colère,-0.0,0.0,15,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,ans,an,7,Suggérée,7,Colère,2.2359,0.963,7,Colère,2.2359,0.963,0.0,False,1.0,backend_artifact,low
spacy,trésor,trésor,3,Suggérée,3,Fierté,0.9183,0.9183,3,Fierté,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,troupe,troupe,9,Suggérée,9,Joie,0.7642,0.7642,9,Joie,0.7642,0.7642,0.0,False,1.0,specificity_preserved,low
spacy,trois,trois,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,tristesse,tristesse,10,Désignée,10,Tristesse,-0.0,0.0,10,Tristesse,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,gouine,gouine,6,Montrée,6,Colère,1.0,1.0,6,Colère,1.0,1.0,0.0,False,1.0,specificity_preserved,low
spacy,voix,voix,6,Suggérée,6,Peur,1.7925,0.8962,6,Peur,1.7925,0.8962,0.0,False,1.0,specificity_preserved,low
spacy,inquiétantes,inquiétante,3,Désignée,3,Peur,-0.0,0.0,5,Peur,-0.0,0.0,0.0,False,0.6,specificity_preserved,low
spacy,amuse,amus,9,Comportementale,13,Joie,-0.0,0.0,9,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,amour,amour,8,Suggérée,8,Joie,1.0613,0.6696,8,Joie,1.0613,0.6696,0.0,False,1.0,specificity_preserved,low
spacy,alvin,alvin,6,Suggérée,6,Joie,0.9183,0.9183,6,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,alerte,alerte,3,Comportementale,3,Peur,-0.0,0.0,3,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,alarme,alarme,3,Comportementale,3,Peur,0.9183,0.9183,3,Peur,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,icône,icône,3,Suggérée,3,Admiration,-0.0,0.0,3,Admiration,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,héros,héros,6,Suggérée,6,Admiration,0.65,0.65,6,Admiration,0.65,0.65,0.0,False,1.0,specificity_preserved,low
spacy,malgré,malgré,4,Montrée,4,Tristesse,0.8113,0.8113,4,Tristesse,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
spacy,humeur,humeur,4,Désignée,4,Colère,1.0,1.0,4,Colère,1.0,1.0,0.0,False,1.0,specificity_preserved,low
spacy,hors,hors,6,Suggérée,6,Surprise,-0.0,0.0,6,Surprise,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,graisse,graisse,3,Montrée,3,Dégoût,0.9183,0.9183,3,Dégoût,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
